frame	type	x	y
608	orientation_diff	280.2944564819336	231.16552734375
609	orientation_diff	277.45293045043945	231.1476287841797
610	orientation_diff	278.6232109069824	231.62091064453125
611	orientation_diff	282.5748176574707	231.34734725952148
612	orientation_diff	281.0976867675781	234.28039932250977
622	orientation_diff	276.3837585449219	250.37791442871094
624	orientation_diff	282.62684059143066	252.63638305664062
627	orientation_diff	337.99109649658203	266.7999496459961
751	position_diff	280.9683691660563	265.3677444458008
752	wrong_count	nan	nan
753	orientation_diff	258.0924186706543	257.7359390258789
824	position_diff	200.89749908447266	221.37063598632812
825	position_diff	197.53445053100586	223.15099334716797
826	orientation_diff	201.178129196167	220.44067764282227
827	orientation_diff	201.81407737731934	221.15753936767578
830	orientation_diff	200.23330688476562	217.4368782043457
879	position_diff	274.000186920166	215.79833602905273
880	position_diff	277.7024345397949	219.05177116394043
881	position_diff	275.1370429992676	216.10618782043457
882	position_diff	276.0378532409668	214.36638259887695
883	position_diff	279.4612216949463	215.4018898010254
884	position_diff	274.30820083618164	211.81250190734863
885	position_diff	274.98633003234863	212.5698585510254
886	position_diff	274.88151931762695	212.73755264282227
887	position_diff	275.3771057128906	210.6522617340088
888	position_diff	275.52209663391113	209.6760482788086
889	position_diff	275.62450790405273	209.74052238464355
890	position_diff	276.4284381866455	210.28926277160645
891	position_diff	276.56400299072266	210.3802433013916
892	position_diff	276.7180652618408	210.2055320739746
893	position_diff	277.9069366455078	210.54350471496582
894	position_diff	277.4666938781738	211.02488899230957
895	position_diff	278.15471267700195	211.54249000549316
896	position_diff	277.80245208740234	212.3714942932129
897	position_diff	280.3247604370117	215.36381912231445
898	position_diff	289.2767639160156	217.48736190795898
900	position_diff	285.7668762207031	240.24096298217773
902	orientation_diff	324.4536590576172	204.14755821228027
967	orientation_diff	554.5516052246094	887.9503650665283
968	orientation_diff	554.0943794250488	886.8576889038086
969	orientation_diff	556.2332572937012	883.1057281494141
970	orientation_diff	556.0655384063721	881.4175395965576
971	orientation_diff	555.897819519043	879.7293510437012
973	orientation_diff	555.838508605957	878.868974685669
974	orientation_diff	557.6803016662598	878.759916305542
975	orientation_diff	556.7322616577148	875.0669708251953
976	orientation_diff	558.3756866455078	874.1615123748779
977	orientation_diff	555.8011054992676	869.5601348876953
1036	orientation_diff	725.7028045654297	664.2652397155762
1063	orientation_diff	204.76802825927734	559.0311508178711
1064	orientation_diff	190.88191604614258	579.9068069458008
1065	orientation_diff	182.7421588897705	588.431526184082
1066	orientation_diff	180.45540237426758	589.6044120788574
1067	orientation_diff	171.0530776977539	600.3651371002197
1068	orientation_diff	161.41266059875488	605.2770042419434
1069	orientation_diff	148.21737670898438	607.5397548675537
1070	orientation_diff	143.64351272583008	603.5956840515137
1071	orientation_diff	145.04700088500977	595.4402809143066
1075	orientation_diff	173.9247055053711	309.07464599609375
1077	orientation_diff	170.82382202148438	312.4011688232422
1078	orientation_diff	174.78802108764648	313.29602813720703
1079	orientation_diff	177.1324691772461	314.0641059875488
1080	orientation_diff	181.42015075683594	315.51655197143555
1083	orientation_diff	179.2283535003662	327.2137699127197
1086	orientation_diff	180.71413803100586	328.7291488647461
1087	wrong_count	nan	nan
1088	wrong_count	nan	nan
1089	wrong_count	nan	nan
1090	wrong_count	nan	nan
1091	wrong_count	nan	nan
1092	wrong_count	nan	nan
1093	wrong_count	nan	nan
1094	position_diff	489.3074879116482	528.52081934611
1095	orientation_diff	491.67618560791016	524.4152069091797
1096	orientation_diff	492.64002990722656	532.9809341430664
1097	orientation_diff	490.35185623168945	535.2634315490723
1098	orientation_diff	487.35515213012695	535.0054130554199
1099	orientation_diff	486.15993881225586	536.1807708740234
1100	orientation_diff	488.6335220336914	537.3147201538086
1101	orientation_diff	493.9473991394043	538.9413032531738
1102	orientation_diff	497.1009407043457	537.7785091400146
1103	orientation_diff	503.7254447937012	531.9366836547852
1104	orientation_diff	509.4212188720703	525.9803524017334
1105	orientation_diff	522.8799438476562	522.6624031066895
1106	orientation_diff	531.7357139587402	516.1877536773682
1107	orientation_diff	541.5117225646973	506.594575881958
1108	orientation_diff	553.1245613098145	494.1610794067383
1109	orientation_diff	563.2950477600098	478.2511100769043
1110	orientation_diff	570.459659576416	466.80884552001953
1111	orientation_diff	572.6091041564941	466.1890411376953
1112	orientation_diff	573.8162231445312	463.2141342163086
1113	orientation_diff	576.6940765380859	465.49114990234375
1114	orientation_diff	579.5521545410156	477.32653617858887
1115	orientation_diff	583.4624519348145	493.8805961608887
1116	orientation_diff	600.4948806762695	509.1889457702637
1117	orientation_diff	606.5412826538086	516.4809226989746
1118	orientation_diff	605.1209831237793	508.795597076416
1119	position_diff	609.8057187398274	507.13180923461914
1120	orientation_diff	607.4633509318035	507.9637031555176
1137	orientation_diff	875.2303733825684	521.6689910888672
1138	orientation_diff	877.0165557861328	520.0109329223633
1139	orientation_diff	875.4530067443848	519.622127532959
1140	orientation_diff	872.9761238098145	517.0527172088623
1141	orientation_diff	873.9699554443359	518.3643074035645
1142	orientation_diff	873.5741500854492	517.9428215026855
1143	orientation_diff	873.7720527648926	518.153564453125
1144	orientation_diff	873.3762474060059	517.7320785522461
1145	orientation_diff	868.5720596313477	522.6485233306885
1146	orientation_diff	864.6709213256836	521.7809429168701
1147	orientation_diff	862.6816749572754	520.6793823242188
1148	orientation_diff	860.0546684265137	522.9278717041016
1149	orientation_diff	858.393669128418	522.6092224121094
1150	orientation_diff	857.8408241271973	524.3457832336426
1151	orientation_diff	855.5493850708008	521.7768249511719
1152	orientation_diff	854.9740333557129	522.8123435974121
1153	orientation_diff	857.8699607849121	526.2914276123047
1154	orientation_diff	851.4942855834961	524.5512256622314
1155	orientation_diff	848.3390312194824	528.8470916748047
1156	orientation_diff	847.0713068644206	526.2350921630859
1157	orientation_diff	847.7051690419514	527.5410919189453
1158	orientation_diff	846.4374446868896	524.9290924072266
1214	orientation_diff	841.3477096557617	545.4417304992676
1242	orientation_diff	575.4504203796387	874.4977970123291
1243	orientation_diff	576.1721611022949	874.1039810180664
1244	orientation_diff	575.7630233764648	871.9919815063477
1245	orientation_diff	576.7880744934082	867.6359882354736
1246	orientation_diff	572.5031344095866	870.0922247568766
1248	orientation_diff	570.3606643676758	871.3203430175781
1249	orientation_diff	568.9450759887695	869.3890972137451
1254	orientation_diff	567.7638244628906	860.9060382843018
1255	orientation_diff	566.9248294830322	859.6659126281738
1256	orientation_diff	564.9519863128662	855.6757869720459
1257	orientation_diff	565.5646095275879	849.4375743865967
1262	orientation_diff	418.4128761291504	550.3874206542969
1284	orientation_diff	144.78261947631836	323.97028732299805
1285	orientation_diff	144.7349739074707	321.4718437194824
1292	orientation_diff	147.44862365722656	322.34512519836426
1293	orientation_diff	148.38490295410156	322.6255874633789
1294	orientation_diff	149.11830520629883	323.3108367919922
1295	orientation_diff	150.33911514282227	321.311336517334
1296	orientation_diff	155.09088134765625	322.1814880371094
1297	orientation_diff	160.84709930419922	318.3337860107422
1350	orientation_diff	539.7879409790039	146.96984100341797
1351	orientation_diff	536.6748428344727	149.27288055419922
1355	orientation_diff	260.6891441345215	762.1980819702148
1356	orientation_diff	262.26629638671875	760.8984317779541
1357	orientation_diff	263.0296516418457	761.1836471557617
1358	orientation_diff	265.6929130554199	760.7242088317871
1360	orientation_diff	268.67115783691406	754.6225204467773
1365	orientation_diff	491.95400619506836	447.90503692626953
1366	orientation_diff	484.11975479125977	445.6094627380371
1409	orientation_diff	753.5570621490479	768.7000331878662
1486	orientation_diff	764.1313743591309	776.4340858459473
1496	orientation_diff	300.1907730102539	153.22906875610352
1497	orientation_diff	294.26543045043945	158.31417083740234
1498	orientation_diff	293.430233001709	157.6107292175293
1499	orientation_diff	297.87604904174805	158.46051788330078
1500	orientation_diff	297.3723793029785	161.22101593017578
1508	orientation_diff	319.17054748535156	165.19074630737305
1509	orientation_diff	323.0656204223633	166.84386825561523
1538	orientation_diff	212.92652130126953	252.76903915405273
1545	orientation_diff	212.61896133422852	252.9147186279297
1552	orientation_diff	215.3304443359375	263.40500259399414
1555	orientation_diff	214.15933227539062	259.8420867919922
1556	orientation_diff	217.70351028442383	264.51784896850586
1557	orientation_diff	221.15410995483398	265.7691059112549
1558	orientation_diff	220.78761672973633	267.5280227661133
1559	orientation_diff	224.43601608276367	270.9601593017578
1560	orientation_diff	225.6612319946289	272.9097785949707
1563	orientation_diff	226.1997947692871	278.3575744628906
1571	orientation_diff	541.2947540283203	914.6060523986816
1572	orientation_diff	541.4330444335938	915.6118965148926
1575	orientation_diff	543.6844673156738	914.4847164154053
1594	orientation_diff	553.1542320251465	913.6123123168945
1595	orientation_diff	553.0978622436523	915.3911514282227
1596	orientation_diff	553.2735862731934	915.8961563110352
1597	orientation_diff	553.0823059082031	917.9757041931152
1598	orientation_diff	552.8741874694824	915.868839263916
1599	orientation_diff	553.1345634460449	917.4983024597168
1601	orientation_diff	555.532283782959	918.0807838439941
1602	orientation_diff	555.1232490539551	918.3616218566895
1624	orientation_diff	557.5079460144043	913.6006393432617
1625	orientation_diff	558.0551872253418	913.1028518676758
1634	orientation_diff	554.8814315795898	913.1975059509277
1635	orientation_diff	551.310131072998	912.949836730957
1636	orientation_diff	553.0362243652344	912.1742362976074
1637	orientation_diff	552.6331443786621	914.2316665649414
1641	orientation_diff	554.8980827331543	914.7114639282227
1655	orientation_diff	135.8628387451172	556.5934066772461
1658	orientation_diff	138.00534439086914	557.9179420471191
1659	orientation_diff	135.80915069580078	555.312255859375
1660	orientation_diff	139.18891525268555	557.0300827026367
1661	orientation_diff	137.85472869873047	557.1299781799316
1662	orientation_diff	140.8414192199707	557.1385345458984
1663	orientation_diff	144.0284309387207	556.436107635498
1664	orientation_diff	146.2009162902832	555.5259666442871
1665	orientation_diff	149.90395736694336	552.3875312805176
1666	position_diff	230.6679344177246	269.05077743530273
1667	orientation_diff	151.49907302856445	553.3147315979004
1668	orientation_diff	160.06897354125977	549.3251495361328
1669	orientation_diff	497.9921646118164	900.3775978088379
1670	orientation_diff	164.76105117797852	551.5058212280273
1671	orientation_diff	499.5095329284668	898.3265151977539
1672	orientation_diff	175.11272811889648	549.9306793212891
1673	orientation_diff	499.927059173584	894.9133911132812
1674	orientation_diff	179.14120483398438	549.2962493896484
1675	orientation_diff	183.75640487670898	548.8600120544434
1676	orientation_diff	222.81809488932294	296.64137776692706
1677	orientation_diff	500.03692626953125	889.3460083007812
1678	orientation_diff	221.37813568115234	296.93691635131836
1679	orientation_diff	221.01125717163086	304.74914169311523
1680	orientation_diff	499.0269470214844	888.8969078063965
1681	orientation_diff	546.167839050293	901.9786529541016
1682	orientation_diff	224.39566040039062	298.6048583984375
1683	orientation_diff	546.3711891174316	900.4022369384766
1684	orientation_diff	224.64291763305664	300.4699363708496
1685	orientation_diff	225.56575775146484	297.5931930541992
1686	orientation_diff	226.48859786987305	294.7164497375488
1687	orientation_diff	225.1539535522461	301.1671257019043
1688	orientation_diff	227.50635147094727	297.81090927124023
1689	orientation_diff	228.84035110473633	301.9746971130371
1690	orientation_diff	230.77178192138672	302.0271339416504
1691	orientation_diff	549.3339004516602	901.8292770385742
1692	orientation_diff	547.6127853393555	902.9711532592773
1693	orientation_diff	547.7254524230957	903.5338897705078
1694	orientation_diff	547.7471046447754	902.7696800231934
1695	orientation_diff	548.5465965270996	902.1898384094238
1702	orientation_diff	551.6887054443359	899.9814605712891
1707	orientation_diff	208.75750350952148	544.1256103515625
1708	orientation_diff	205.85168075561523	544.6129989624023
1709	orientation_diff	208.21632766723633	550.9312934875488
1710	orientation_diff	207.11063766479492	547.8430938720703
1719	orientation_diff	195.8866844177246	591.170783996582
1720	orientation_diff	194.90215682983398	591.5757369995117
1721	orientation_diff	198.03174591064453	584.4550838470459
1725	orientation_diff	204.45672607421875	576.1221580505371
1726	orientation_diff	206.77697563171387	575.1942253112793
1727	orientation_diff	205.45340156555176	581.2591463724773
1728	orientation_diff	206.1151885986328	578.2266858418782
1729	orientation_diff	204.7916145324707	584.2916069030762
1730	orientation_diff	208.5203094482422	579.0120658874512
1752	orientation_diff	238.45871353149414	283.19491958618164
1753	orientation_diff	239.51787948608398	284.69519424438477
1754	orientation_diff	238.6117057800293	284.6416549682617
1755	orientation_diff	238.90118789672852	284.92816162109375
1756	position_diff	239.71004104614258	283.26037216186523
1757	orientation_diff	234.61938858032227	282.1289176940918
1758	orientation_diff	232.49652862548828	284.2168426513672
1759	orientation_diff	232.45828247070312	282.4097099304199
1760	orientation_diff	232.14835357666016	284.5547523498535
1762	orientation_diff	233.22564697265625	277.66358184814453
1765	orientation_diff	223.90671920776367	281.37007904052734
1781	orientation_diff	543.2739868164062	890.7246627807617
1782	orientation_diff	542.6493339538574	890.8079719543457
1783	orientation_diff	543.1232719421387	888.8899612426758
1785	orientation_diff	541.9498023986816	887.6918983459473
1797	orientation_diff	551.7767868041992	886.8218803405762
1800	orientation_diff	548.7797355651855	882.0785675048828
1801	orientation_diff	554.460563659668	877.9622650146484
1802	orientation_diff	553.9331207275391	877.8061218261719
1803	orientation_diff	554.525390625	874.629638671875
1804	orientation_diff	557.5317573547363	865.5980033874512
1805	orientation_diff	558.9329605102539	859.3818683624268
1806	orientation_diff	556.3132171630859	854.0864028930664
1807	orientation_diff	551.8191909790039	847.378059387207
1860	orientation_diff	160.65979766845703	627.2571983337402
1861	orientation_diff	159.30452346801758	625.7721920013428
1862	orientation_diff	157.89268684387207	624.9258251190186
1863	orientation_diff	157.64054107666016	625.5248622894287
1864	orientation_diff	158.5594367980957	625.2695808410645
1865	orientation_diff	160.3327751159668	623.8297271728516
1866	orientation_diff	159.98844528198242	622.74267578125
1867	orientation_diff	159.60729217529297	623.0246276855469
1868	orientation_diff	160.19019508361816	622.7791213989258
1869	orientation_diff	160.29296684265137	622.6525688171387
1870	orientation_diff	160.38579559326172	621.8345336914062
1871	orientation_diff	160.16479110717773	620.7631530761719
1872	orientation_diff	160.42891693115234	620.0465202331543
1873	orientation_diff	156.01186752319336	622.5463180541992
1874	orientation_diff	156.65300750732422	622.1280632019043
1875	orientation_diff	153.52640533447266	622.5664367675781
1876	orientation_diff	153.98224639892578	622.9754180908203
1877	orientation_diff	158.0631332397461	620.5056304931641
1878	orientation_diff	157.2948989868164	619.3945159912109
1879	orientation_diff	160.4025993347168	618.5581169128418
1880	orientation_diff	155.6034049987793	619.9842262268066
1881	orientation_diff	160.36417388916016	617.8464698791504
1882	orientation_diff	162.4495506286621	616.4376564025879
1883	orientation_diff	155.70994186401367	618.3285179138184
1884	orientation_diff	160.2209930419922	615.2478942871094
1885	orientation_diff	160.54584503173828	613.3986473083496
1887	orientation_diff	164.25963592529297	611.5049438476562
1888	orientation_diff	162.29269790649414	611.3063697814941
1889	orientation_diff	162.8714942932129	612.3578872680664
1890	orientation_diff	167.93173217773438	610.5282135009766
1892	orientation_diff	170.5774383544922	605.7304382324219
1893	orientation_diff	168.09164810180664	603.8417167663574
1894	orientation_diff	170.71558380126953	604.0992965698242
1896	orientation_diff	167.1488494873047	606.560417175293
1897	orientation_diff	167.43419647216797	606.7292213439941
1898	orientation_diff	167.12821578979492	606.7989158630371
1899	orientation_diff	170.49713897705078	606.5774993896484
1900	orientation_diff	176.49317169189453	605.2758026123047
1901	orientation_diff	176.9161262512207	603.9713745117188
1902	orientation_diff	888.9158630371094	555.2903366088867
1903	orientation_diff	175.4346160888672	604.9177322387695
1904	orientation_diff	179.89011764526367	604.7595863342285
1905	orientation_diff	186.05302047729492	606.526439666748
1906	orientation_diff	188.89055252075195	604.8260383605957
1907	orientation_diff	189.82731246948242	599.6687698364258
1908	orientation_diff	883.7110595703125	548.4870948791504
1909	orientation_diff	881.2588195800781	557.2542304992676
1910	orientation_diff	878.7751693725586	555.169267654419
1911	orientation_diff	880.4570236206055	557.3383903503418
1912	orientation_diff	881.0645217895508	556.3336334228516
1913	orientation_diff	877.4469871520996	555.7823143005371
1914	orientation_diff	874.4332008361816	554.7402725219727
1915	orientation_diff	874.9943923950195	553.7610263824463
1916	orientation_diff	175.9373893737793	337.73983001708984
1917	orientation_diff	176.44264221191406	337.5542221069336
1918	orientation_diff	177.28269958496094	338.7384147644043
1919	orientation_diff	176.94918823242188	338.4076385498047
1920	orientation_diff	176.48825454711914	339.68980979919434
1921	orientation_diff	176.53821182250977	338.6560478210449
1922	orientation_diff	178.54905700683594	342.3606929779053
1923	orientation_diff	178.30668258666992	343.6011543273926
1924	orientation_diff	178.0082015991211	344.1868324279785
1925	orientation_diff	181.79454040527344	286.5153617858887
1926	orientation_diff	178.39038467407227	345.17378997802734
1927	orientation_diff	179.36685943603516	347.9009666442871
1928	orientation_diff	179.89212036132812	345.2221374511719
1929	orientation_diff	181.84085083007812	349.2792091369629
1930	orientation_diff	186.28324508666992	290.6793212890625
1931	orientation_diff	189.25291442871094	289.60663986206055
1932	orientation_diff	192.44695281982422	293.924072265625
1933	orientation_diff	196.74420928955078	344.88811111450195
1955	orientation_diff	167.47377014160156	551.5783271789551
1957	orientation_diff	166.36835098266602	543.9489707946777
1965	position_diff	593.9113082885742	864.6422080993652
1976	orientation_diff	383.0921974182129	184.8909797668457
2008	orientation_diff	608.1640701293945	127.46181869506836
2009	orientation_diff	607.2695846557617	128.33192825317383
2010	orientation_diff	608.324878692627	127.93489837646484
2011	orientation_diff	607.2005615234375	127.48482131958008
2012	orientation_diff	607.422306060791	127.7186508178711
2013	orientation_diff	605.1650390625	129.21929931640625
2014	orientation_diff	606.3808403015137	132.8747673034668
2015	orientation_diff	605.9212646484375	130.62332916259766
2016	orientation_diff	600.5648994445801	132.51834869384766
2017	orientation_diff	601.5236415863037	133.05186462402344
2018	orientation_diff	602.3434219360352	133.49086380004883
2019	orientation_diff	607.5839958190918	131.04526138305664
2020	orientation_diff	601.8269004821777	136.5254020690918
2021	orientation_diff	608.355541229248	134.62863540649414
2022	orientation_diff	606.7543563842773	137.75152206420898
2023	orientation_diff	606.6272659301758	138.6670799255371
2024	orientation_diff	612.0852546691895	137.8777847290039
2025	orientation_diff	602.7070732116699	143.11485290527344
2026	orientation_diff	606.8357696533203	139.2966423034668
2027	orientation_diff	608.7937049865723	145.11983108520508
2028	orientation_diff	608.383472442627	145.08857345581055
2029	orientation_diff	608.5751686096191	149.18894958496094
2030	orientation_diff	610.8080406188965	154.86546325683594
2031	orientation_diff	612.5553131103516	160.05694961547852
2042	orientation_diff	605.2207384109497	199.80180835723877
2076	orientation_diff	339.62231063842773	823.4432048797607
2077	orientation_diff	340.59939193725586	822.0394954681396
2078	orientation_diff	344.9206733703613	823.2757396697998
2079	orientation_diff	344.2403926849365	822.7352781295776
2080	orientation_diff	343.5601119995117	822.1948165893555
2081	orientation_diff	343.7147102355957	820.4582824707031
2082	orientation_diff	343.4192199707031	820.814323425293
2117	orientation_diff	117.99160385131836	464.86338806152344
2118	orientation_diff	117.83817672729492	464.37488555908203
2119	orientation_diff	120.46641254425049	467.93340015411377
2120	orientation_diff	119.59033393859863	466.7472286224365
2121	orientation_diff	118.71425533294678	465.5610570907593
2122	orientation_diff	121.34249114990234	469.119571685791
2123	orientation_diff	124.31016540527344	473.15414810180664
2124	orientation_diff	130.30523681640625	476.47138595581055
2125	orientation_diff	133.43634033203125	474.70750999450684
2126	orientation_diff	135.17742156982422	472.2085704803467
2127	orientation_diff	144.45099639892578	473.08568954467773
2129	orientation_diff	147.61407470703125	470.7136421203613
2130	orientation_diff	147.10740280151367	471.11996841430664
2131	orientation_diff	148.20886993408203	470.9726219177246
2132	orientation_diff	151.36669921875	466.3177909851074
2133	orientation_diff	155.03378295898438	464.9685516357422
2134	orientation_diff	158.1476593017578	464.09204483032227
2168	orientation_diff	172.1076889038086	455.71044921875
2172	orientation_diff	529.6803703308105	116.11826705932617
2176	orientation_diff	529.6515235900879	119.30876159667969
2177	orientation_diff	527.3780136108398	120.11207580566406
2178	orientation_diff	527.4160604476929	120.46617317199707
2179	orientation_diff	527.4541072845459	120.82027053833008
2180	orientation_diff	528.2764568328857	122.25605773925781
2181	orientation_diff	530.9543609619141	124.30797958374023
2182	orientation_diff	533.8734645843506	126.09085464477539
2183	orientation_diff	534.6901168823242	126.39539337158203
2184	orientation_diff	530.7658596038818	125.87677383422852
2185	orientation_diff	530.2417583465576	125.1920166015625
2186	orientation_diff	531.0831146240234	125.40622329711914
2187	orientation_diff	533.0815906524658	128.46742630004883
2188	orientation_diff	530.7280044555664	128.4532585144043
2189	orientation_diff	529.3713512420654	130.90783309936523
2190	orientation_diff	528.0146980285645	133.36240768432617
2191	orientation_diff	519.4640998840332	138.4888687133789
2193	orientation_diff	181.35340118408203	519.1303939819336
2194	orientation_diff	184.46810913085938	519.989501953125
2199	orientation_diff	192.0295867919922	519.7664260864258
2280	orientation_diff	239.63267135620117	201.75752639770508
2281	orientation_diff	242.64093780517578	201.09479141235352
2282	orientation_diff	242.25947189331055	201.6002197265625
2283	orientation_diff	243.86444091796875	202.0341453552246
2284	orientation_diff	244.40756607055664	202.51215744018555
2285	orientation_diff	244.8871307373047	203.11331939697266
2286	orientation_diff	245.1816291809082	204.25971603393555
2287	orientation_diff	245.29129791259766	207.49871826171875
2288	orientation_diff	248.87060546875	208.36693954467773
2289	orientation_diff	249.7048683166504	207.27345275878906
2290	orientation_diff	250.07928466796875	210.37213134765625
2291	orientation_diff	250.21027374267578	210.7174301147461
2292	orientation_diff	250.1796875	212.62751388549805
2293	orientation_diff	249.90961837768555	213.91730499267578
